CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Churn
14512.0,187,2,275.28,1,2,1,121,Lost,1
17670.0,227,1,205.7,1,1,1,111,Lost,1
16834.0,227,1,413.46,1,1,2,112,Lost,1
15108.0,141,4,1300.25,2,3,3,233,At Risk,1
16942.0,12,9,1920.59,4,4,4,444,Champions,0
14640.0,24,6,2125.08,3,4,4,344,Loyal Customers,0
16823.0,227,1,358.38,1,1,2,112,Lost,1
15237.0,1,4,1412.32,4,3,3,433,Loyal Customers,0
12573.0,227,1,160.54,1,1,1,111,Lost,1
17436.0,1,2,216.3,4,2,1,421,Average,0
16965.0,226,1,201.19,1,1,1,111,Lost,1
12840.0,143,4,2726.77,1,3,4,134,At Risk,1
15891.0,226,1,524.52,1,1,2,112,Lost,1
17187.0,226,1,203.95,1,1,1,111,Lost,1
13637.0,52,3,810.5,2,3,3,233,At Risk,1
16418.0,44,3,675.27,3,3,3,333,Loyal Customers,1
16099.0,50,3,731.9,3,3,3,333,Loyal Customers,1
15768.0,115,3,621.83,2,3,2,232,At Risk,1
16637.0,32,4,1154.47,3,3,3,333,Loyal Customers,1
14240.0,30,2,890.34,3,2,3,323,Average,0
15143.0,225,1,259.45,1,1,1,111,Lost,1
13229.0,225,1,160.95,1,1,1,111,Lost,1
14973.0,107,3,1314.45,2,3,3,233,At Risk,1
14271.0,225,1,112.32,1,1,1,111,Lost,1
15952.0,33,4,806.57,3,3,3,333,Loyal Customers,1
16227.0,225,1,314.22,1,1,2,112,Lost,1
14022.0,225,1,440.0,1,1,2,112,Lost,1
15210.0,225,1,331.18,1,1,2,112,Lost,1
16370.0,82,4,1320.56,2,3,3,233,At Risk,1
14304.0,222,1,383.45,1,1,2,112,Lost,1
15376.0,40,3,1233.36,3,3,3,333,Loyal Customers,1
14655.0,8,4,1932.23,4,3,4,434,Loyal Customers,0
17615.0,130,3,329.6,2,3,2,232,At Risk,1
16055.0,220,1,134.8,1,1,1,111,Lost,1
14149.0,220,1,446.62,1,1,2,112,Lost,1
17501.0,220,2,288.6,1,2,1,121,Lost,1
14191.0,1,13,4684.76,4,4,4,444,Champions,0
13282.0,18,3,1132.14,3,3,3,333,Loyal Customers,0
15582.0,24,3,682.91,3,3,3,333,Loyal Customers,0
16230.0,189,2,542.03,1,2,2,122,Lost,1
15976.0,165,2,430.94,1,2,2,122,Lost,1
17443.0,219,1,534.24,1,1,2,112,Lost,1
12886.0,67,2,1378.4,2,2,3,223,Average,1
13524.0,40,5,680.18,3,4,3,343,Loyal Customers,1
15128.0,60,4,1471.0,2,3,3,233,At Risk,1
16610.0,219,1,75.66,1,1,1,111,Lost,1
17394.0,219,1,203.87,1,1,1,111,Lost,1
16094.0,11,4,1078.23,4,3,3,433,Loyal Customers,0
14173.0,10,4,450.84,4,3,2,432,Loyal Customers,0
16258.0,45,5,5203.51,3,4,4,344,Loyal Customers,1
14948.0,23,6,1101.97,3,4,3,343,Loyal Customers,0
17384.0,19,2,336.4,3,2,2,322,Average,0
16990.0,218,1,179.0,1,1,1,111,Lost,1
13762.0,218,1,306.72,1,1,1,111,Lost,1
12593.0,108,3,418.1,2,3,2,232,At Risk,1
14340.0,218,1,134.7,1,1,1,111,Lost,1
17429.0,128,3,524.92,2,3,2,232,At Risk,1
13711.0,218,2,252.06,1,2,1,121,Lost,1
14515.0,17,6,2102.09,4,4,4,444,Champions,0
16457.0,218,1,208.36,1,1,1,111,Lost,1
17527.0,53,4,939.37,2,3,3,233,At Risk,1
14199.0,218,1,185.4,1,1,1,111,Lost,1
13888.0,119,2,605.63,2,2,2,222,Average,1
14423.0,218,1,265.2,1,1,1,111,Lost,1
14697.0,218,2,188.61,1,2,1,121,Lost,1
17522.0,1,5,1070.71,4,4,3,443,Champions,0
13867.0,31,3,1015.29,3,3,3,333,Loyal Customers,1
17624.0,14,2,843.48,4,2,3,423,Average,0
14393.0,218,1,67.95,1,1,1,111,Lost,1
17578.0,218,1,143.46,1,1,1,111,Lost,1
13450.0,26,6,2043.72,3,4,4,344,Loyal Customers,0
17423.0,46,2,698.41,3,2,3,323,Average,1
15668.0,217,1,76.32,1,1,1,111,Lost,1
16319.0,217,1,404.4,1,1,2,112,Lost,1
15757.0,65,2,714.42,2,2,3,223,Average,1
17174.0,217,1,59.9,1,1,1,111,Lost,1
13365.0,33,2,2225.37,3,2,4,324,Average,1
14145.0,46,4,3742.2,3,3,4,334,Loyal Customers,1
13741.0,71,3,668.43,2,3,2,232,At Risk,1
12394.0,63,2,1272.48,2,2,3,223,Average,1
16832.0,184,3,199.15,1,3,1,131,At Risk,1
15258.0,168,2,623.16,1,2,2,122,Lost,1
15552.0,217,1,90.12,1,1,1,111,Lost,1
13723.0,217,1,199.85,1,1,1,111,Lost,1
14005.0,9,5,2874.72,4,4,4,444,Champions,0
15561.0,11,4,800.59,4,3,3,433,Loyal Customers,0
16121.0,57,2,867.11,2,2,3,223,Average,1
13642.0,215,1,354.8,1,1,2,112,Lost,1
15117.0,14,5,1551.78,4,4,3,443,Champions,0
13561.0,215,1,141.86,1,1,1,111,Lost,1
15704.0,140,4,2293.62,2,3,4,234,At Risk,1
16007.0,47,4,1701.94,3,3,4,334,Loyal Customers,1
16232.0,43,4,990.88,3,3,3,333,Loyal Customers,1
17410.0,16,5,1214.72,4,4,3,443,Champions,0
13835.0,25,4,834.57,3,3,3,333,Loyal Customers,0
13427.0,19,3,582.6,3,3,2,332,Loyal Customers,0
14353.0,215,1,90.6,1,1,1,111,Lost,1
12700.0,7,4,4939.99,4,3,4,434,Loyal Customers,0
13003.0,105,3,149.05,2,3,1,231,At Risk,1
16756.0,214,1,239.4,1,1,1,111,Lost,1
13492.0,136,3,1269.84,2,3,3,233,At Risk,1
16440.0,7,5,3640.67,4,4,4,444,Champions,0
12355.0,214,1,459.4,1,1,2,112,Lost,1
14699.0,214,1,109.13,1,1,1,111,Lost,1
12821.0,214,1,92.72,1,1,1,111,Lost,1
13055.0,78,3,1214.41,2,3,3,233,At Risk,1
13320.0,78,4,1548.7,2,3,3,233,At Risk,1
16357.0,33,3,658.88,3,3,2,332,Loyal Customers,1
15865.0,40,3,895.13,3,3,3,333,Loyal Customers,1
17597.0,213,1,2044.37,1,1,4,114,Lost,1
14397.0,2,19,2612.96,4,4,4,444,Champions,0
13242.0,112,3,270.4,2,3,1,231,At Risk,1
12684.0,7,7,2283.63,4,4,4,444,Champions,0
14288.0,213,1,426.6,1,1,2,112,Lost,1
15063.0,213,1,370.8,1,1,2,112,Lost,1
12592.0,92,2,437.6,2,2,2,222,Average,1
14591.0,15,4,1447.14,4,3,3,433,Loyal Customers,0
13990.0,213,1,311.3,1,1,2,112,Lost,1
12749.0,3,5,4090.88,4,4,4,444,Champions,0
16320.0,172,2,1038.46,1,2,3,123,Lost,1
14691.0,30,5,2114.33,3,4,4,344,Loyal Customers,0
16229.0,87,2,1010.6,2,2,3,223,Average,1
14920.0,212,2,977.77,1,2,3,123,Lost,1
17489.0,58,2,376.64,2,2,2,222,Average,1
13404.0,1,2,252.49,4,2,1,421,Average,0
15729.0,212,1,85.0,1,1,1,111,Lost,1
13136.0,56,5,2607.61,2,4,4,244,At Risk,1
16644.0,177,2,833.78,1,2,3,123,Lost,1
14731.0,47,3,380.02,3,3,2,332,Loyal Customers,1
14277.0,15,3,4216.2,4,3,4,434,Loyal Customers,0
15187.0,1,16,4777.18,4,4,4,444,Champions,0
13052.0,212,1,348.15,1,1,2,112,Lost,1
17664.0,18,2,604.64,3,2,2,322,Average,0
14649.0,4,4,1417.29,4,3,3,433,Loyal Customers,0
12649.0,107,3,623.51,2,3,2,232,At Risk,1
13235.0,212,1,1031.07,1,1,3,113,Lost,1
14883.0,18,6,761.59,3,4,3,343,Loyal Customers,0
12976.0,211,1,738.6,1,1,3,113,Lost,1
14681.0,71,3,498.95,2,3,2,232,At Risk,1
14421.0,57,2,813.11,2,2,3,223,Average,1
16116.0,211,1,612.78,1,1,2,112,Lost,1
14988.0,211,1,334.54,1,1,2,112,Lost,1
15489.0,22,3,1134.28,3,3,3,333,Loyal Customers,0
14364.0,108,8,3717.35,2,4,4,244,At Risk,1
16006.0,211,1,101.4,1,1,1,111,Lost,1
16184.0,64,6,1158.79,2,4,3,243,At Risk,1
12590.0,211,2,9864.26,1,2,4,124,Lost,1
14853.0,24,2,475.8,3,2,2,322,Average,0
17658.0,25,2,595.42,3,2,2,322,Average,0
14651.0,67,2,654.6,2,2,2,222,Average,1
14000.0,211,1,635.66,1,1,2,112,Lost,1
13601.0,45,2,693.32,3,2,3,323,Average,1
12757.0,15,13,7857.1,4,4,4,444,Champions,0
12770.0,210,1,1351.45,1,1,3,113,Lost,1
15826.0,56,3,1654.31,2,3,3,233,At Risk,1
15907.0,3,3,967.45,4,3,3,433,Loyal Customers,0
12695.0,7,4,582.1,4,3,2,432,Loyal Customers,0
14342.0,21,4,668.56,3,3,2,332,Loyal Customers,0
14873.0,210,1,519.68,1,1,2,112,Lost,1
14689.0,208,1,112.8,1,1,1,111,Lost,1
15440.0,54,3,383.68,2,3,2,232,At Risk,1
16076.0,3,10,2234.73,4,4,4,444,Champions,0
15333.0,208,1,1028.56,1,1,3,113,Lost,1
16283.0,5,5,1570.81,4,4,3,443,Champions,0
17263.0,208,1,63.44,1,1,1,111,Lost,1
16877.0,12,6,853.72,4,4,3,443,Champions,0
12674.0,38,4,1970.6,3,3,4,334,Loyal Customers,1
16642.0,4,2,688.33,4,2,3,423,Average,0
12871.0,84,2,380.64,2,2,2,222,Average,1
14038.0,78,3,1560.38,2,3,3,233,At Risk,1
14489.0,207,1,463.38,1,1,2,112,Lost,1
14888.0,207,1,369.2,1,1,2,112,Lost,1
17190.0,58,2,444.74,2,2,2,222,Average,1
13456.0,17,6,1766.72,4,4,4,444,Champions,0
13976.0,206,1,357.98,1,1,2,112,Lost,1
16139.0,18,3,635.41,3,3,2,332,Loyal Customers,0
15730.0,65,3,1120.88,2,3,3,233,At Risk,1
16266.0,73,7,861.89,2,4,3,243,At Risk,1
15123.0,7,2,2199.31,4,2,4,424,Average,0
17505.0,161,2,1145.84,1,2,3,123,Lost,1
12690.0,205,1,389.01,1,1,2,112,Lost,1
16446.0,0,2,168472.5,4,2,4,424,Average,0
17556.0,205,1,157.9,1,1,1,111,Lost,1
14583.0,5,5,1052.55,4,4,3,443,Champions,0
16818.0,10,11,3349.57,4,4,4,444,Champions,0
13572.0,205,1,1384.25,1,1,3,113,Lost,1
14009.0,198,2,695.61,1,2,3,123,Lost,1
13258.0,11,3,698.58,4,3,3,433,Loyal Customers,0
14463.0,98,3,529.62,2,3,2,232,At Risk,1
13192.0,95,2,911.94,2,2,3,223,Average,1
16987.0,3,7,1625.05,4,4,3,443,Champions,0
13417.0,4,2,640.83,4,2,2,422,Average,0
17047.0,85,3,1100.9,2,3,3,233,At Risk,1
15116.0,17,4,1352.75,4,3,3,433,Loyal Customers,0
17469.0,16,5,1870.97,4,4,4,444,Champions,0
16647.0,169,2,214.06,1,2,1,121,Lost,1
15630.0,45,2,1186.35,3,2,3,323,Average,1
17245.0,204,1,171.45,1,1,1,111,Lost,1
16008.0,23,3,478.78,3,3,2,332,Loyal Customers,0
13529.0,78,2,307.76,2,2,2,222,Average,1
12620.0,14,3,1339.41,4,3,3,433,Loyal Customers,0
15599.0,26,2,761.74,3,2,3,323,Average,0
16813.0,8,10,1692.98,4,4,4,444,Champions,0
14859.0,12,4,1353.74,4,3,3,433,Loyal Customers,0
16463.0,21,4,1422.4,3,3,3,333,Loyal Customers,0
15791.0,43,2,1612.69,3,2,3,323,Average,1
13658.0,9,5,2639.17,4,4,4,444,Champions,0
13887.0,204,1,349.55,1,1,2,112,Lost,1
12353.0,204,1,89.0,1,1,1,111,Lost,1
14551.0,18,2,186.23,3,2,1,321,Average,0
17166.0,38,2,206.34,3,2,1,321,Average,1
13391.0,203,1,59.8,1,1,1,111,Lost,1
17455.0,203,1,131.7,1,1,1,111,Lost,1
13308.0,22,3,1385.51,3,3,3,333,Loyal Customers,0
13856.0,168,3,388.5,1,3,2,132,At Risk,1
13243.0,203,1,600.07,1,1,2,112,Lost,1
15095.0,103,4,1370.6,2,3,3,233,At Risk,1
16690.0,72,2,225.58,2,2,1,221,Average,1
13555.0,73,4,4149.28,2,3,4,234,At Risk,1
16038.0,7,3,471.78,4,3,2,432,Loyal Customers,0
13972.0,70,2,190.25,2,2,1,221,Average,1
13227.0,201,1,257.7,1,1,1,111,Lost,1
13657.0,10,2,382.14,4,2,2,422,Average,0
17176.0,201,1,306.13,1,1,1,111,Lost,1
14837.0,89,4,1649.5,2,3,3,233,At Risk,1
14682.0,187,2,52.0,1,2,1,121,Lost,1
14921.0,30,2,1316.07,3,2,3,323,Average,0
16341.0,24,4,1971.87,3,3,4,334,Loyal Customers,0
14647.0,201,1,243.22,1,1,1,111,Lost,1
12710.0,96,3,1149.02,2,3,3,233,At Risk,1
15292.0,201,1,180.94,1,1,1,111,Lost,1
15705.0,201,1,143.1,1,1,1,111,Lost,1
13339.0,200,1,860.12,1,1,3,113,Lost,1
13885.0,189,2,506.8,1,2,2,122,Lost,1
12360.0,52,3,2662.06,2,3,4,234,At Risk,1
13546.0,12,3,626.99,4,3,2,432,Loyal Customers,0
15434.0,8,5,1041.48,4,4,3,443,Champions,0
15734.0,114,2,1339.45,2,2,3,223,Average,1
13737.0,200,1,339.6,1,1,2,112,Lost,1
13213.0,56,5,1520.58,2,4,3,243,At Risk,1
15314.0,199,1,327.97,1,1,2,112,Lost,1
17521.0,29,3,723.21,3,3,3,333,Loyal Customers,0
15042.0,199,1,135.93,1,1,1,111,Lost,1
16091.0,154,2,315.06,1,2,2,122,Lost,1
15804.0,0,13,4206.39,4,4,4,444,Champions,0
14593.0,21,3,617.99,3,3,2,332,Loyal Customers,0
14287.0,8,3,176.63,4,3,1,431,Loyal Customers,0
16763.0,198,1,611.85,1,1,2,112,Lost,1
14705.0,198,1,179.0,1,1,1,111,Lost,1
12562.0,8,7,3781.74,4,4,4,444,Champions,0
12815.0,147,2,1063.46,1,2,3,123,Lost,1
14522.0,24,4,974.54,3,3,3,333,Loyal Customers,0
16448.0,198,1,188.89,1,1,1,111,Lost,1
14584.0,169,4,1042.26,1,3,3,133,At Risk,1
12974.0,197,1,144.8,1,1,1,111,Lost,1
12987.0,73,2,558.7,2,2,2,222,Average,1
14816.0,197,1,271.85,1,1,1,111,Lost,1
15852.0,186,2,160.71,1,2,1,121,Lost,1
16624.0,80,2,810.57,2,2,3,223,Average,1
12493.0,165,2,433.74,1,2,2,122,Lost,1
16369.0,18,3,1553.66,3,3,3,333,Loyal Customers,0
14280.0,196,1,134.04,1,1,1,111,Lost,1
13135.0,196,1,3096.0,1,1,4,114,Lost,1
17345.0,15,4,537.74,4,3,2,432,Loyal Customers,0
16275.0,196,1,559.87,1,1,2,112,Lost,1
14338.0,161,2,588.22,1,2,2,122,Lost,1
15402.0,148,2,626.77,1,2,2,122,Lost,1
12876.0,57,2,2218.02,2,2,4,224,Average,1
16323.0,196,1,207.5,1,1,1,111,Lost,1
12426.0,194,1,582.73,1,1,2,112,Lost,1
14451.0,60,2,662.59,2,2,2,222,Average,1
14823.0,180,3,321.43,1,3,2,132,At Risk,1
15897.0,194,2,222.05,1,2,1,121,Lost,1
17051.0,194,1,247.14,1,1,1,111,Lost,1
15925.0,194,1,207.15,1,1,1,111,Lost,1
12787.0,9,3,463.66,4,3,2,432,Loyal Customers,0
15863.0,25,2,68.84,3,2,1,321,Average,0
16483.0,192,1,139.35,1,1,1,111,Lost,1
13398.0,192,1,457.34,1,1,2,112,Lost,1
13070.0,192,1,228.8,1,1,1,111,Lost,1
14819.0,64,2,272.07,2,2,1,221,Average,1
12790.0,192,1,324.92,1,1,2,112,Lost,1
15163.0,18,2,304.47,3,2,1,321,Average,0
16810.0,192,1,309.54,1,1,2,112,Lost,1
15124.0,22,2,184.19,3,2,1,321,Average,0
12473.0,29,5,3938.55,3,4,4,344,Loyal Customers,0
16969.0,39,3,650.41,3,3,2,332,Loyal Customers,1
14597.0,11,2,883.15,4,2,3,423,Average,0
13917.0,49,2,272.04,3,2,1,321,Average,1
16424.0,191,1,133.56,1,1,1,111,Lost,1
13062.0,191,1,346.98,1,1,2,112,Lost,1
16484.0,173,2,404.3,1,2,2,122,Lost,1
14389.0,65,2,1043.46,2,2,3,223,Average,1
15184.0,29,2,406.76,3,2,2,322,Average,0
14453.0,190,1,119.93,1,1,1,111,Lost,1
13437.0,14,7,3408.06,4,4,4,444,Champions,0
12517.0,28,5,2502.84,3,4,4,344,Loyal Customers,0
16529.0,190,1,455.25,1,1,2,112,Lost,1
17531.0,190,1,296.7,1,1,1,111,Lost,1
16239.0,56,2,414.2,2,2,2,222,Average,1
14500.0,88,3,356.85,2,3,2,232,At Risk,1
16117.0,189,1,232.21,1,1,1,111,Lost,1
13248.0,124,2,465.68,2,2,2,222,Average,1
16967.0,189,1,319.02,1,1,2,112,Lost,1
15405.0,189,1,349.1,1,1,2,112,Lost,1
16659.0,189,1,39.12,1,1,1,111,Lost,1
16880.0,30,7,1519.08,3,4,3,343,Loyal Customers,0
13435.0,5,7,3809.89,4,4,4,444,Champions,0
13131.0,23,3,1073.3,3,3,3,333,Loyal Customers,0
14891.0,148,2,554.38,1,2,2,122,Lost,1
16682.0,4,5,1028.0,4,4,3,443,Champions,0
15453.0,1,7,1388.37,4,4,3,443,Champions,0
16963.0,187,1,110.55,1,1,1,111,Lost,1
13682.0,187,1,59.5,1,1,1,111,Lost,1
15152.0,9,13,4745.69,4,4,4,444,Champions,0
15462.0,94,3,234.6,2,3,1,231,At Risk,1
12449.0,22,4,4067.29,3,3,4,334,Loyal Customers,0
15349.0,158,2,473.81,1,2,2,122,Lost,1
16849.0,186,1,124.57,1,1,1,111,Lost,1
12802.0,186,1,427.58,1,1,2,112,Lost,1
15073.0,9,3,1043.41,4,3,3,433,Loyal Customers,0
16298.0,22,3,598.2,3,3,2,332,Loyal Customers,0
12535.0,91,2,716.35,2,2,3,223,Average,1
15386.0,186,1,394.14,1,1,2,112,Lost,1
16611.0,186,1,129.49,1,1,1,111,Lost,1
17252.0,116,2,353.86,2,2,2,222,Average,1
14542.0,185,1,103.25,1,1,1,111,Lost,1
16825.0,38,2,775.18,3,2,3,323,Average,1
12380.0,21,4,2724.81,3,3,4,334,Loyal Customers,0
13643.0,31,3,519.44,3,3,2,332,Loyal Customers,1
15969.0,2,3,666.1,4,3,2,432,Loyal Customers,0
13283.0,59,2,93.66,2,2,1,221,Average,1
17015.0,28,3,1842.56,3,3,4,334,Loyal Customers,0
14375.0,185,1,257.68,1,1,1,111,Lost,1
17124.0,185,1,298.89,1,1,1,111,Lost,1
13395.0,185,1,307.72,1,1,2,112,Lost,1
15743.0,16,4,784.46,4,3,3,433,Loyal Customers,0
17414.0,43,2,778.0,3,2,3,323,Average,1
14622.0,184,1,320.58,1,1,2,112,Lost,1
15609.0,184,1,298.48,1,1,1,111,Lost,1
14561.0,75,3,1080.76,2,3,3,233,At Risk,1
16872.0,77,3,680.02,2,3,3,233,At Risk,1
16358.0,1,4,2027.5,4,3,4,434,Loyal Customers,0
15238.0,29,3,1071.99,3,3,3,333,Loyal Customers,0
13115.0,11,4,2294.78,4,3,4,434,Loyal Customers,0
13466.0,184,1,307.9,1,1,2,112,Lost,1
17360.0,17,3,585.79,4,3,2,432,Loyal Customers,0
13510.0,1,4,1791.56,4,3,4,434,Loyal Customers,0
12406.0,22,2,3415.3,3,2,4,324,Average,0
16892.0,1,5,525.54,4,4,2,442,Champions,0
14241.0,183,1,213.7,1,1,1,111,Lost,1
14132.0,2,11,3586.03,4,4,4,444,Champions,0
14963.0,9,5,1487.8,4,4,3,443,Champions,0
17169.0,57,2,835.78,2,2,3,223,Average,1
15252.0,36,2,740.78,3,2,3,323,Average,1
16113.0,183,1,161.38,1,1,1,111,Lost,1
12694.0,70,2,869.67,2,2,3,223,Average,1
16107.0,17,7,3204.16,4,4,4,444,Champions,0
17483.0,65,3,414.04,2,3,2,232,At Risk,1
15679.0,24,4,781.28,3,3,3,333,Loyal Customers,0
13686.0,182,1,72.0,1,1,1,111,Lost,1
16581.0,182,1,105.84,1,1,1,111,Lost,1
15267.0,22,5,1717.36,3,4,4,344,Loyal Customers,0
17234.0,182,1,149.89,1,1,1,111,Lost,1
16614.0,182,1,506.19,1,1,2,112,Lost,1
12409.0,78,3,11072.67,2,3,4,234,At Risk,1
15411.0,26,4,1358.88,3,3,3,333,Loyal Customers,0
14178.0,8,7,1620.93,4,4,3,443,Champions,0
15098.0,182,3,39916.5,1,3,4,134,At Risk,1
14984.0,19,2,213.27,3,2,1,321,Average,0
12516.0,77,2,1312.06,2,2,3,223,Average,1
17265.0,138,2,562.9,2,2,2,222,Average,1
13617.0,40,3,544.18,3,3,2,332,Loyal Customers,1
17242.0,108,2,1135.04,2,2,3,223,Average,1
17289.0,31,3,944.41,3,3,3,333,Loyal Customers,1
16018.0,39,2,408.9,3,2,2,322,Average,1
14704.0,11,9,1546.91,4,4,3,443,Champions,0
16794.0,1,10,1222.71,4,4,3,443,Champions,0
13761.0,50,2,1070.65,3,2,3,323,Average,1
13517.0,59,3,2128.42,2,3,4,234,At Risk,1
13936.0,179,1,376.58,1,1,2,112,Lost,1
16342.0,75,4,322.41,2,3,2,232,At Risk,1
14177.0,86,4,559.41,2,3,2,232,At Risk,1
12732.0,179,1,236.26,1,1,1,111,Lost,1
16205.0,30,4,761.38,3,3,3,333,Loyal Customers,0
15036.0,72,3,465.55,2,3,2,232,At Risk,1
13589.0,14,2,379.65,4,2,2,422,Average,0
17579.0,4,3,448.9,4,3,2,432,Loyal Customers,0
15069.0,179,1,1109.53,1,1,3,113,Lost,1
17349.0,179,1,110.75,1,1,1,111,Lost,1
13080.0,179,1,58.08,1,1,1,111,Lost,1
13663.0,179,1,189.47,1,1,1,111,Lost,1
14503.0,3,6,3543.26,4,4,4,444,Champions,0
16774.0,67,4,661.52,2,3,2,232,At Risk,1
13384.0,30,7,4151.93,3,4,4,344,Loyal Customers,0
17101.0,10,4,1621.73,4,3,3,433,Loyal Customers,0
14997.0,46,3,546.2,3,3,2,332,Loyal Customers,1
17155.0,17,2,251.7,4,2,1,421,Average,0
12809.0,177,1,489.31,1,1,2,112,Lost,1
16461.0,177,1,151.42,1,1,1,111,Lost,1
13343.0,177,1,353.43,1,1,2,112,Lost,1
12624.0,106,2,641.13,2,2,2,222,Average,1
17536.0,177,1,76.5,1,1,1,111,Lost,1
16324.0,128,3,428.68,2,3,2,232,At Risk,1
17651.0,11,10,3945.0,4,4,4,444,Champions,0
14222.0,177,1,683.17,1,1,3,113,Lost,1
15585.0,176,1,455.3,1,1,2,112,Lost,1
17490.0,0,7,2092.32,4,4,4,444,Champions,0
16739.0,176,1,323.0,1,1,2,112,Lost,1
16276.0,176,1,810.6,1,1,3,113,Lost,1
17193.0,35,7,1699.3,3,4,4,344,Loyal Customers,1
16257.0,176,1,46.95,1,1,1,111,Lost,1
16279.0,21,3,1509.58,3,3,3,333,Loyal Customers,0
14285.0,21,4,1910.01,3,3,4,334,Loyal Customers,0
17642.0,119,2,712.29,2,2,3,223,Average,1
12816.0,95,2,572.2,2,2,2,222,Average,1
13826.0,176,1,189.5,1,1,1,111,Lost,1
13575.0,23,5,732.07,3,4,3,343,Loyal Customers,0
17157.0,7,2,319.0,4,2,2,422,Average,0
16852.0,10,2,144.91,4,2,1,421,Average,0
15219.0,176,1,305.75,1,1,1,111,Lost,1
15014.0,43,2,260.17,3,2,1,321,Average,1
14765.0,29,3,254.11,3,3,1,331,Loyal Customers,0
16869.0,22,4,825.42,3,3,3,333,Loyal Customers,0
15909.0,173,1,191.94,1,1,1,111,Lost,1
13618.0,173,1,177.34,1,1,1,111,Lost,1
16050.0,173,1,137.9,1,1,1,111,Lost,1
17562.0,14,7,1122.38,4,4,3,443,Champions,0
15334.0,156,3,351.67,1,3,2,132,At Risk,1
12450.0,156,2,197.88,1,2,1,121,Lost,1
13568.0,173,1,192.85,1,1,1,111,Lost,1
14820.0,21,4,507.29,3,3,2,332,Loyal Customers,0
16744.0,11,7,1304.76,4,4,3,443,Champions,0
15700.0,172,2,696.68,1,2,3,123,Lost,1
17299.0,11,4,669.11,4,3,2,432,Loyal Customers,0
12837.0,173,1,134.1,1,1,1,111,Lost,1
15076.0,172,1,880.85,1,1,3,113,Lost,1
17444.0,147,3,2940.04,1,3,4,134,At Risk,1
15921.0,172,1,336.03,1,1,2,112,Lost,1
15747.0,12,3,974.04,4,3,3,433,Loyal Customers,0
15840.0,58,2,355.56,2,2,2,222,Average,1
15016.0,172,1,170.04,1,1,1,111,Lost,1
14808.0,39,8,2741.17,3,4,4,344,Loyal Customers,1
12904.0,18,2,509.58,3,2,2,322,Average,0
15825.0,172,1,532.94,1,1,2,112,Lost,1
12432.0,42,5,5059.32,3,4,4,344,Loyal Customers,1
15389.0,172,1,500.0,1,1,2,112,Lost,1
15280.0,172,1,113.12,1,1,1,111,Lost,1
17159.0,21,3,1538.88,3,3,3,333,Loyal Customers,0
15329.0,39,3,1049.7,3,3,3,333,Loyal Customers,1
12830.0,37,6,6814.64,3,4,4,344,Loyal Customers,1
15507.0,171,1,492.36,1,1,2,112,Lost,1
16526.0,171,1,290.36,1,1,1,111,Lost,1
12930.0,78,2,415.8,2,2,2,222,Average,1
14960.0,8,2,221.27,4,2,1,421,Average,0
12444.0,21,5,5005.46,3,4,4,344,Loyal Customers,0
15412.0,171,1,190.53,1,1,1,111,Lost,1
12798.0,10,3,6977.04,4,3,4,434,Loyal Customers,0
13849.0,51,2,1537.95,2,2,3,223,Average,1
16114.0,170,1,135.75,1,1,1,111,Lost,1
13420.0,149,2,159.85,1,2,1,121,Lost,1
13780.0,7,2,360.01,4,2,2,422,Average,0
16247.0,170,1,114.56,1,1,1,111,Lost,1
15041.0,170,1,180.35,1,1,1,111,Lost,1
12379.0,81,2,852.24,2,2,3,223,Average,1
16287.0,169,1,142.5,1,1,1,111,Lost,1
12919.0,8,6,1335.19,4,4,3,443,Champions,0
15130.0,169,1,330.11,1,1,2,112,Lost,1
12704.0,7,8,2340.84,4,4,4,444,Champions,0
17370.0,72,4,446.18,2,3,2,232,At Risk,1
15253.0,16,5,918.2,4,4,3,443,Champions,0
13300.0,169,1,371.89,1,1,2,112,Lost,1
12465.0,17,2,742.19,4,2,3,423,Average,0
12412.0,74,3,1226.88,2,3,3,233,At Risk,1
12697.0,28,3,957.59,3,3,3,333,Loyal Customers,0
13937.0,169,1,158.85,1,1,1,111,Lost,1
12615.0,2,4,2291.19,4,3,4,434,Loyal Customers,0
15850.0,19,2,238.85,3,2,1,321,Average,0
15186.0,14,2,411.41,4,2,2,422,Average,0
13791.0,127,2,1516.0,2,2,3,223,Average,1
14795.0,166,1,131.45,1,1,1,111,Lost,1
12548.0,166,1,95.2,1,1,1,111,Lost,1
17386.0,7,6,2686.42,4,4,4,444,Champions,0
14104.0,154,2,216.21,1,2,1,121,Lost,1
17110.0,165,1,163.3,1,1,1,111,Lost,1
13895.0,28,4,2593.07,3,3,4,334,Loyal Customers,0
16545.0,164,1,339.3,1,1,2,112,Lost,1
16671.0,28,3,1692.27,3,3,4,334,Loyal Customers,0
14351.0,164,1,51.0,1,1,1,111,Lost,1
17391.0,163,2,508.8,1,2,2,122,Lost,1
16824.0,15,2,460.64,4,2,2,422,Average,0
16200.0,4,2,1080.62,4,2,3,423,Average,0
14383.0,38,3,1247.69,3,3,3,333,Loyal Customers,1
13461.0,38,3,1445.0,3,3,3,333,Loyal Customers,1
17408.0,163,1,32.65,1,1,1,111,Lost,1
15537.0,163,1,110.92,1,1,1,111,Lost,1
